Optical constants n+ik of olivine (z-orientation, E||z) of natural single crystal olivine
from the University of Freiberg 

A(1/cm)	n.z	k.z
27721.34426885	1.63048	0.00002184
27767.15343069	1.63048221	0.0000222
27812.96259252	1.630485	0.00002261
27858.77175435	1.630487	0.00002305
27904.58091618	1.630489	0.0000235
27950.39007802	1.630491	0.00002402
27996.19923985	1.630493	0.00002446
28042.00840168	1.630496	0.00002499
28087.81756351	1.630498	0.00002553
28133.62672535	1.6305	0.00002606
28179.43588718	1.630502	0.0000267
28225.24504901	1.630505	0.00002727
28271.05421084	1.630507	0.00002787
28316.86337267	1.630509	0.00002851
28362.67253451	1.630512	0.00002924
28408.48169634	1.630514	0.00002988
28454.29085817	1.630516	0.00003062
28500.10002	1.630519	0.0000313
28545.90918184	1.630521	0.00003199
28591.71834367	1.630524	0.00003275
28637.5275055	1.630526	0.00003352
28683.33666733	1.630528	0.0000342
28729.14582917	1.630531	0.00003503
28774.954991	1.630533	0.00003577
28820.76415283	1.630536	0.0000366
28866.57331466	1.630538	0.00003738
28912.3824765	1.630541	0.00003817
28958.19163833	1.630543	0.00003901
29004.00080016	1.630545	0.00003979
29049.80996199	1.630548	0.00004057
29095.61912382	1.630551	0.00004134
29141.42828566	1.630553	0.00004215
29187.23744749	1.630556	0.00004298
29233.04660932	1.630558	0.00004375
29278.85577115	1.630561	0.00004453
29324.66493299	1.630563	0.0000453
29370.47409482	1.630566	0.00004613
29416.28325665	1.630568	0.00004687
29462.09241848	1.630571	0.00004771
29507.90158032	1.630573	0.00004844
29553.71074215	1.630576	0.00004918
29599.51990398	1.630578	0.00005001
29645.32906581	1.630581	0.00005075
29691.13822765	1.630583	0.00005149
29736.94738948	1.630586	0.00005232
29782.75655131	1.630588	0.00005302
29828.56571314	1.630591	0.00005379
29874.37487497	1.630593	0.00005443
29920.18403681	1.630596	0.00005517
29965.99319864	1.630598	0.0000558
30011.80236047	1.630601	0.00005644
30057.6115223	1.630603	0.00005707
30103.42068414	1.630605	0.00005771
30149.22984597	1.630608	0.00005835
30195.0390078	1.63061	0.00005896
30240.84816963	1.630612	0.00005952
30286.65733147	1.630615	0.00006011
30332.4664933	1.630617	0.00006069
30378.27565513	1.630619	0.00006133
30424.08481696	1.630621	0.00006186
30469.8939788	1.630623	0.0000625
30515.70314063	1.630626	0.0000631
30561.51230246	1.630628	0.00006367
30607.32146429	1.63063	0.00006431
30653.13062613	1.630632	0.00006484
30698.93978796	1.630634	0.00006548
30744.74894979	1.630636	0.00006601
30790.55811162	1.630638	0.00006655
30836.36727345	1.630641	0.00006719
30882.17643529	1.630643	0.00006774
30927.98559712	1.630645	0.00006836
30973.79475895	1.630647	0.00006899
31019.60392078	1.630649	0.00006963
31065.41308262	1.630651	0.00007027
31111.22224445	1.630654	0.0000709
31157.03140628	1.630656	0.00007147
31202.84056811	1.630658	0.00007215
31248.64972995	1.630661	0.00007281
31294.45889178	1.630663	0.00007355
31340.26805361	1.63066535	0.00007438
31386.07721544	1.630668	0.00007523
31431.88637728	1.630671	0.00007601
31477.69553911	1.630673	0.00007669
31523.50470094	1.630676	0.00007735
31569.31386277	1.630679	0.00007796
31615.1230246	1.630682	0.0000786
31660.93218644	1.63068404	0.00007923
31706.74134827	1.630687	0.00007984
31752.5505101	1.6306901	0.0000805
31798.35967193	1.630694	0.00008114
31844.16883377	1.630697	0.00008178
31889.9779956	1.6307	0.00008251
31935.78715743	1.630703	0.00008315
31981.59631926	1.630707	0.00008388
32027.4054811	1.63071	0.00008462
32073.21464293	1.630714	0.00008531
32119.02380476	1.630717	0.00008609
32164.83296659	1.630721	0.00008683
32210.64212843	1.630725	0.00008756
32256.45129026	1.630728	0.0000884
32302.26045209	1.630732	0.00008917
32348.06961392	1.630736	0.00009007
32393.87877576	1.63074	0.00009101
32439.68793759	1.630744	0.00009189
32485.49709942	1.630748	0.00009286
32531.30626125	1.630752	0.00009383
32577.11542308	1.630756	0.0000948
32622.92458492	1.63076	0.00009588
32668.73374675	1.630764	0.00009695
32714.54290858	1.630768	0.00009802
32760.35207041	1.630772	0.00009919
32806.16123225	1.630776	0.0001004
32851.97039408	1.630781	0.00010164
32897.77955591	1.630785	0.00010291
32943.58871774	1.630789	0.00010418
32989.39787958	1.63079333	0.00010545
33035.20704141	1.630798	0.00010682
33081.01620324	1.630802	0.0001082
33126.82536507	1.63080692	0.00010965
33172.63452691	1.630811	0.00011116
33218.44368874	1.63081597	0.00011277
33264.25285057	1.63082	0.00011448
33310.0620124	1.63082403	0.00011618
33355.87117423	1.6327928	0.00011785
33401.68033607	1.63083308	0.0001195
33447.4894979	1.630838	0.00012124
33493.29865973	1.630843	0.00012299
33539.10782156	1.630847	0.00012482
33584.9169834	1.630852	0.00012673
33630.72614523	1.630856	0.00012872
33676.53530706	1.630861	0.00013076
33722.34446889	1.630865	0.00013291
33768.15363073	1.63087	0.00013515
33813.96279256	1.63087483	0.00013739
33859.77195439	1.630879	0.00013974
33905.58111622	1.63088389	0.00014208
33951.39027806	1.630888	0.00014446
33997.19943989	1.63089294	0.00014697
34043.00860172	1.630897	0.00014962
34088.81776355	1.630901	0.0001523
34134.62692539	1.630906	0.00015508
34180.43608722	1.63091	0.00015797
34226.24524905	1.630915	0.00016098
34272.05441088	1.630919	0.00016402
34317.86357271	1.630923	0.00016711
34363.67273455	1.63092716	0.00017028
34409.48189638	1.630932	0.00017345
34455.29105821	1.630936	0.00017676
34501.10022004	1.63094	0.00018024
34546.90938188	1.630944	0.00018369
34592.71854371	1.630948	0.00018721
34638.52770554	1.630952	0.00019062
34684.33686737	1.630955	0.00019425
34730.14602921	1.630959	0.0001981
34775.95519104	1.630963	0.00020213
34821.76435287	1.630966	0.00020602
34867.5735147	1.630969	0.00021011
34913.38267654	1.630973	0.00021391
34959.19183837	1.630976	0.0002183
35005.0010002	1.63113024	0.00022226
35050.81016203	1.63251556	0.00022555
35096.61932386	1.63390088	0.00022884
35142.4284857	1.6352862	0.00023213
35188.23764753	1.63566776	0.00023542
35234.04680936	1.6357649	0.00023872
35279.85597119	1.63586205	0.00024201
35325.66513303	1.63595919	0.0002453
35371.47429486	1.63605634	0.00024859
35417.28345669	1.63615348	0.00025188
35463.09261852	1.63625063	0.00025517
35508.90178036	1.63634777	0.00025846
35554.71094219	1.63644492	0.00026176
35600.52010402	1.63654206	0.00026505
35646.32926585	1.63663921	0.00026834
35692.13842769	1.63673635	0.00027163
35737.94758952	1.6368335	0.00027492
35783.75675135	1.63693064	0.00027821
35829.56591318	1.63702779	0.0002815
35875.37507502	1.63712493	0.00028479
35921.18423685	1.63722208	0.00028809
35966.99339868	1.63731922	0.00029138
36012.80256051	1.63741637	0.00029467
36058.61172234	1.63751823	0.00029796
36104.42088418	1.6376432	0.00030125
36150.23004601	1.63776817	0.00030454
36196.03920784	1.63789313	0.00030783
36241.84836967	1.6380181	0.00031113
36287.65753151	1.63814307	0.00031442
36333.46669334	1.63826803	0.00031771
36379.27585517	1.638393	0.000321
36425.085017	1.63851797	0.00032429
36470.89417884	1.63864293	0.00032758
36516.70334067	1.6387679	0.00033087
36562.5125025	1.63889287	0.00033417
36608.32166433	1.63901784	0.00033746
36654.13082617	1.6391428	0.00034075
36699.939988	1.63926777	0.00034404
36745.74914983	1.63939274	0.00034733
36791.55831166	1.6395177	0.00035062
36837.36747349	1.63964267	0.00035391
36883.17663533	1.63976764	0.0003572
36928.98579716	1.63989261	0.0003605
36974.79495899	1.64003739	0.00036379
37020.60412082	1.64019776	0.00036708
37066.41328266	1.64035813	0.00037037
37112.22244449	1.64051851	0.00037366
37158.03160632	1.64067888	0.00037695
37203.84076815	1.64083925	0.00038024
37249.64992999	1.64099962	0.00038354
37295.45909182	1.64115999	0.00038683
37341.26825365	1.64132037	0.00039012
37387.07741548	1.64148074	0.00039341
37432.88657732	1.64164111	0.0003967
37478.69573915	1.64180148	0.00039999
37524.50490098	1.64196185	0.00040328
37570.31406281	1.64212223	0.00040657
37616.12322464	1.6422826	0.00040987
37661.93238648	1.64244297	0.00041316
37707.74154831	1.64260334	0.00041645
37753.55071014	1.64276371	0.00041974
37799.35987197	1.64292409	0.0004254
37845.16903381	1.64308446	0.00043625
37890.97819564	1.64328739	0.0004471
37936.78735747	1.64349257	0.00045796
37982.5965193	1.64369774	0.00046881
38028.40568114	1.64390291	0.00047966
38074.21484297	1.64410809	0.00049051
38120.0240048	1.64431326	0.00050136
38165.83316663	1.64451844	0.00051221
38211.64232847	1.64472361	0.00052307
38257.4514903	1.64492878	0.00053392
38303.26065213	1.64513396	0.00054477
38349.06981396	1.64533913	0.00055562
38394.8789758	1.6455443	0.00056647
38440.68813763	1.64574948	0.00057732
38486.49729946	1.64595465	0.00058817
38532.30646129	1.64615983	0.00059903
38578.11562312	1.646365	0.00060988
38623.92478496	1.64657017	0.00062073
38669.73394679	1.64677535	0.00063158
38715.54310862	1.64698052	0.00064243
38761.35227045	1.64720485	0.00065328
38807.16143229	1.64746631	0.00066413
38852.97059412	1.64772777	0.00067499
38898.77975595	1.64798922	0.00068584
38944.58891778	1.64825068	0.00069669
38990.39807962	1.64851214	0.00070754
39036.20724145	1.6487736	0.00071839
39082.01640328	1.64903506	0.00072924
39127.82556511	1.64929652	0.0007401
39173.63472695	1.64955798	0.00075095
39219.44388878	1.64981943	0.0007618
39265.25305061	1.65008089	0.00077265
39311.06221244	1.65034235	0.0007835
39356.87137427	1.65060381	0.00079435
39402.68053611	1.65086527	0.0008052
39448.48969794	1.65112673	0.00081606
39494.29885977	1.65138818	0.00082691
39540.1080216	1.65164964	0.00083776
39585.91718344	1.6519111	0.00084861
39631.72634527	1.65217256	0.00085946
39677.5355071	1.6524852	0.00087031
39723.34466893	1.65281671	0.00088117
39769.15383077	1.65314823	0.00089202
39814.9629926	1.65347974	0.00090287
39860.77215443	1.65381125	0.00091372
39906.58131626	1.65414277	0.00092457
39952.3904781	1.65447428	0.00093542
39998.19963993	1.6548058	0.00094627
40044.00880176	1.65513731	0.00095713
40089.81796359	1.65546882	0.00096798
40135.62712543	1.65580034	0.00097883
40181.43628726	1.65613185	0.00098968
40227.24544909	1.65646336	0.00100123
40273.05461092	1.65679488	0.00102627
40318.86377275	1.65712639	0.0010513
40364.67293459	1.6574579	0.00107634
40410.48209642	1.65778942	0.00110138
40456.29125825	1.65812093	0.00112642
40502.10042008	1.65845244	0.00115146
40547.90958192	1.65879437	0.0011765
40593.71874375	1.65921205	0.00120154
40639.52790558	1.65962972	0.00122658
40685.33706741	1.6600474	0.00125161
40731.14622925	1.66046507	0.00127665
40776.95539108	1.66088274	0.00130169
40822.76455291	1.66130042	0.00132673
40868.57371474	1.66171809	0.00135177
40914.38287658	1.66213577	0.00137681
40960.19203841	1.66255344	0.00140185
41006.00120024	1.66297112	0.00142689
41051.81036207	1.66338879	0.00145192
41097.6195239	1.66380646	0.00147696
41143.42868574	1.66422414	0.001502
41189.23784757	1.66464181	0.00152704
41235.0470094	1.66505949	0.00155208
41280.85617123	1.66547716	0.00157712
41326.66533307	1.66589484	0.00160216
41372.4744949	1.66631251	0.0016272
41418.28365673	1.66673019	0.00165224
41464.09281856	1.6672012	0.00167727
41509.9019804	1.66772323	0.00170231
41555.71114223	1.66824526	0.00172735
41601.52030406	1.66876729	0.00175239
41647.32946589	1.66928931	0.00177743
41693.13862773	1.66981134	0.00180247
41738.94778956	1.67033337	0.00182751
41784.75695139	1.6708554	0.00185255
41830.56611322	1.67137743	0.00187758
41876.37527506	1.67189946	0.00190262
41922.18443689	1.67242149	0.00192766
41967.99359872	1.67294352	0.0019527
42013.80276055	1.67346554	0.00197774
42059.61192238	1.67398757	0.00200278
42105.42108422	1.6745096	0.00202782
42151.23024605	1.67503163	0.00205286
42197.03940788	1.67555366	0.00207789
42242.84856971	1.67607569	0.00210293
42288.65773155	1.67659772	0.00212797
42334.46689338	1.67711975	0.00215301
42380.27605521	1.67775349	0.00217805
42426.08521704	1.67839945	0.00220309
42471.89437888	1.67904541	0.00222813
42517.70354071	1.67969138	0.00225317
42563.51270254	1.68033734	0.0022782
42609.32186437	1.6809833	0.00230324
42655.13102621	1.68162927	0.00232828
42700.94018804	1.68227523	0.00235332
42746.74934987	1.68292119	0.00237836
42792.5585117	1.68356715	0.0024034
42838.36767353	1.68421312	0.00242844
42884.17683537	1.68485908	0.00245348
42929.9859972	1.68550504	0.00247851
42975.79515903	1.686151	0.0025203
43021.60432086	1.68679697	0.00257627
43067.4134827	1.68744293	0.00263224
43113.22264453	1.68808889	0.00268821
43159.03180636	1.68873485	0.00274418
43204.84096819	1.68938082	0.00280015
43250.65013003	1.69006865	0.00285612
43296.45929186	1.69085815	0.00291209
43342.26845369	1.69164764	0.00296806
43388.07761552	1.69243714	0.00302403
43433.88677736	1.69322664	0.00308
43479.69593919	1.69401614	0.00313597
43525.50510102	1.69480564	0.00319194
43571.31426285	1.69559514	0.00324791
43617.12342468	1.69638464	0.00330388
43662.93258652	1.69717413	0.00335985
43708.74174835	1.69796363	0.00341582
43754.55091018	1.69875313	0.00347179
43800.36007201	1.69954263	0.00352776
43846.16923385	1.70033213	0.00358373
43891.97839568	1.70112163	0.0036397
43937.78755751	1.70191113	0.00369567
43983.59671934	1.70270062	0.00375164
44029.40588118	1.70349012	0.00380761
44075.21504301	1.70427962	0.00386358
44121.02420484	1.70506912	0.00391955
44166.83336667	1.7059684	0.00397552
44212.64252851	1.70691888	0.00403149
44258.45169034	1.70786936	0.00408746
44304.26085217	1.70881984	0.00414343
44350.070014	1.70977032	0.0041994
44395.87917584	1.7107208	0.00425537
44441.68833767	1.71167127	0.00431134
44487.4974995	1.71262175	0.00436731
44533.30666133	1.71357223	0.00442328
44579.11582316	1.71452271	0.00447925
44624.924985	1.71547319	0.00453522
44670.73414683	1.71642367	0.00459119
44716.54330866	1.71737415	0.00464716
44762.35247049	1.71832463	0.00470313
44808.16163233	1.71927511	0.0047591
44853.97079416	1.72022558	0.00481507
44899.77995599	1.72117606	0.00487104
44945.58911782	1.72212654	0.00492701
44991.39827966	1.72307702	0.00498298
45037.20744149	1.72404001	0.00503895
45083.01660332	1.72516373	0.00509492
45128.82576515	1.72628745	0.00515089
45174.63492699	1.72741116	0.00520686
45220.44408882	1.72853488	0.00526283
45266.25325065	1.72965859	0.0053188
45312.06241248	1.73078231	0.00537477
45357.87157431	1.73190603	0.00543075
45403.68073615	1.73302974	0.00553196
45449.48989798	1.73415346	0.00573943
45495.29905981	1.73527717	0.0059469
45541.10822164	1.73640089	0.00615437
45586.91738348	1.73752461	0.00636184
45632.72654531	1.73864832	0.00656931
45678.53570714	1.73977204	0.00677678
45724.34486897	1.74089575	0.00698425
45770.15403081	1.74201947	0.00719172
45815.96319264	1.74314318	0.00739919
45861.77235447	1.7442669	0.00760666
45907.5815163	1.74539062	0.00781413
45953.39067814	1.74659605	0.0080216
45999.19983997	1.74789643	0.00822907
46045.0090018	1.74919682	0.00843654
46090.81816363	1.75049721	0.00864401
46136.62732547	1.7517976	0.00885148
46182.4364873	1.75309799	0.00905895
46228.24564913	1.75439838	0.00926642
46274.05481096	1.75569877	0.00947389
46319.86397279	1.75699916	0.00968136
46365.67313463	1.75829955	0.00988883
46411.48229646	1.75959993	0.0100963
46457.29145829	1.76090032	0.01030377
46503.10062012	1.76220071	0.01051124
46548.90978196	1.7635011	0.01071871
46594.71894379	1.76480149	0.01092617
46640.52810562	1.76610188	0.01113364
46686.33726745	1.76740227	0.01134111
46732.14642929	1.76870266	0.01154858
46777.95559112	1.77000305	0.01175605
46823.76475295	1.77130344	0.01196352
46869.57391478	1.77274683	0.01217099
46915.38307662	1.7742149	0.01237846
46961.19223845	1.77568298	0.01258593
47007.00140028	1.77715105	0.0127934
47052.81056211	1.77861913	0.01300087
47098.61972394	1.7800872	0.01320834
47144.42888578	1.78155528	0.01341581
47190.23804761	1.78302335	0.01362328
47236.04720944	1.78449143	0.01383075
47281.85637127	1.78595951	0.01403822
47327.66553311	1.78742758	0.01424569
47373.47469494	1.78889566	0.01445316
47419.28385677	1.79036373	0.01466063
47465.0930186	1.79183181	0.0148681
47510.90218044	1.79329988	0.01507557
47556.71134227	1.79476796	0.01528306
47602.5205041	1.79623604	0.01549061
47648.32966593	1.79770411	0.01569817
47694.13882777	1.79917219	0.01590572
47739.9479896	1.8006752	0.01611327
47785.75715143	1.80228702	0.01632083
47831.56631326	1.80389884	0.01652838
47877.3754751	1.80551066	0.01673593
47923.18463693	1.80712248	0.01694348
47968.99379876	1.8087343	0.01715104
48014.80296059	1.81034612	0.01735859
48060.61212242	1.81195795	0.01756614
48106.42128426	1.81356977	0.01777369
48152.23044609	1.81518159	0.01798125
48198.03960792	1.81679341	0.0181888
48243.84876975	1.81840523	0.01839635
48289.65793159	1.82001705	0.01860391
48335.46709342	1.82162887	0.01881146
48381.27625525	1.82324069	0.01901901
48427.08541708	1.82485251	0.01922656
48472.89457892	1.82646433	0.01943412
48518.70374075	1.82807615	0.01964167
48564.51290258	1.82968797	0.01984922
48610.32206441	1.83129979	0.02005677
48656.13122625	1.83297783	0.02026433
48701.94038808	1.83469419	0.02047188
48747.74954991	1.83641056	0.02067943
48793.55871174	1.83812693	0.02088699
48839.36787357	1.83984329	0.02109454
48885.17703541	1.84155966	0.02130209
48930.98619724	1.84327603	0.02150964
48976.79535907	1.84499239	0.02174759
49022.6045209	1.84670876	0.02232195
49068.41368274	1.84842513	0.02289632
49114.22284457	1.85014149	0.02347069
49160.0320064	1.85185786	0.02404506
49205.84116823	1.85357423	0.02461942
49251.65033007	1.85529059	0.02519379
49297.4594919	1.85700696	0.02576816
49343.26865373	1.85872333	0.02651395
49389.07781556	1.86043969	0.0272698
49434.8869774	1.86215606	0.02802565
49480.69613923	1.86387243	0.0287815
49526.50530106	1.86559004	0.02953735
49572.31446289	1.86735926	0.0302932
49618.12362472	1.86912848	0.03104905
49663.93278656	1.8708977	0.0318049
49709.74194839	1.87266692	0.03256075
49755.55111022	1.87443614	0.0333166
49801.36027205	1.87620536	0.03407245
49847.16943389	1.87797458	0.0348283
49892.97859572	1.8797438	0.03558416
49938.78775755	1.88151302	0.03634001
49984.59691938	1.88328224	0.03709586
50030.40608122	1.88505146	0.03785171

